ENGINE_RPM,VEHICLE_SPEED,THROTTLE,ENGINE_LOAD,COOLANT_TEMPERATURE,LONG_TERM_FUEL_TRIM_BANK_1,SHORT_TERM_FUEL_TRIM_BANK_1,INTAKE_MANIFOLD_PRESSURE,ACCELERATOR_PEDAL_POSITION_D,ACCELERATOR_PEDAL_POSITION_E,COMMANDED_THROTTLE_ACTUATOR,INTAKE_AIR_TEMPERATURE,TIMING_ADVANCE,CONTROL_MODULE_VOLTAGE
895.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
901.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
897.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
902.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
907.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
908.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
902.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
903.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
900.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
903.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
903.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
900.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
899.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
900.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
896.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
897.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
896.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
899.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
890.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
893.0,0.0,20.392156862745097,49.41176470588236,108.0,-9.375,1.5625,104.0,16.07843137254902,31.764705882352946,20.392156862745097,53.0,3.0,13.5
